cam,date,missing
RIMM,2018-12-27,0.0
T,2018-12-27,0.0
TOPI,2018-12-27,0.0
TOTM,2018-12-27,0.0
WHWI,2018-12-27,0.0
WINR,2018-12-27,3.0
WIWR,2018-12-27,0.0
CVTP,2018-12-28,5.0
CVWF,2018-12-28,1.0
MTSR,2018-12-28,0.0
N,2018-12-28,8.0
P,2018-12-28,0.0
R,2018-12-28,0.0
RIMM,2018-12-28,0.0
T,2018-12-28,0.0
TOPI,2018-12-28,0.0
TOTM,2018-12-28,0.0
WHWI,2018-12-28,0.0
WINR,2018-12-28,1.0
WIWR,2018-12-28,0.0
CVTP,2018-12-29,0.0
CVWF,2018-12-29,1.0
MTSR,2018-12-29,0.0
N,2018-12-29,1.0
P,2018-12-29,0.0
R,2018-12-29,0.0
RIMM,2018-12-29,0.0
T,2018-12-29,0.0
TOPI,2018-12-29,0.0
TOTM,2018-12-29,0.0
WHWI,2018-12-29,0.0
WINR,2018-12-29,1.0
WIWR,2018-12-29,3.0
CVTP,2018-12-30,1.0
CVWF,2018-12-30,12.0
MTSR,2018-12-30,1.0
N,2018-12-30,4.0
P,2018-12-30,1.0
R,2018-12-30,0.0
RIMM,2018-12-30,0.0
T,2018-12-30,0.0
TOPI,2018-12-30,0.0
TOTM,2018-12-30,0.0
WHWI,2018-12-30,0.0
WINR,2018-12-30,4.0
WIWR,2018-12-30,1.0
CVTP,2018-12-31,22.0
CVWF,2018-12-31,55.0
MTSR,2018-12-31,0.0
N,2018-12-31,4.0
P,2018-12-31,0.0
R,2018-12-31,0.0
RIMM,2018-12-31,0.0
T,2018-12-31,0.0
TOPI,2018-12-31,1.0
TOTM,2018-12-31,0.0
WHWI,2018-12-31,0.0
WINR,2018-12-31,1.0
WIWR,2018-12-31,0.0
CVTP,2019-01-01,2.0
CVWF,2019-01-01,1.0
MTSR,2019-01-01,0.0
N,2019-01-01,13.0
P,2019-01-01,0.0
R,2019-01-01,0.0
RIMM,2019-01-01,0.0
T,2019-01-01,0.0
TOPI,2019-01-01,0.0
TOTM,2019-01-01,0.0
WHWI,2019-01-01,0.0
WINR,2019-01-01,2.0
WIWR,2019-01-01,0.0
CVTP,2019-01-02,0.0
CVWF,2019-01-02,6.0
MTSR,2019-01-02,0.0
N,2019-01-02,10.0
P,2019-01-02,0.0
R,2019-01-02,0.0
RIMM,2019-01-02,0.0
T,2019-01-02,0.0
TOPI,2019-01-02,0.0
TOTM,2019-01-02,0.0
WHWI,2019-01-02,0.0
WINR,2019-01-02,5.0
WIWR,2019-01-02,0.0
CVTP,2019-01-03,4.0
CVWF,2019-01-03,1.0
MTSR,2019-01-03,0.0
N,2019-01-03,4.0
P,2019-01-03,0.0
R,2019-01-03,0.0
RIMM,2019-01-03,0.0
T,2019-01-03,0.0
TOPI,2019-01-03,0.0
TOTM,2019-01-03,0.0
WHWI,2019-01-03,0.0
WINR,2019-01-03,2.0
WIWR,2019-01-03,0.0
CVTP,2019-01-04,0.0
CVWF,2019-01-04,1.0
MTSR,2019-01-04,0.0
N,2019-01-04,1.0
P,2019-01-04,0.0
R,2019-01-04,0.0
RIMM,2019-01-04,0.0
T,2019-01-04,0.0
TOPI,2019-01-04,0.0
TOTM,2019-01-04,0.0
WHWI,2019-01-04,0.0
WINR,2019-01-04,2.0
WIWR,2019-01-04,0.0
CVTP,2019-01-05,0.0
CVWF,2019-01-05,1.0
MTSR,2019-01-05,0.0
N,2019-01-05,3.0
P,2019-01-05,0.0
R,2019-01-05,0.0
RIMM,2019-01-05,0.0
T,2019-01-05,0.0
TOPI,2019-01-05,0.0
TOTM,2019-01-05,0.0
WHWI,2019-01-05,0.0
WINR,2019-01-05,1.0
WIWR,2019-01-05,0.0
CVTP,2019-01-06,3.0
CVWF,2019-01-06,1.0
MTSR,2019-01-06,0.0
N,2019-01-06,11.0
P,2019-01-06,0.0
R,2019-01-06,7.0
RIMM,2019-01-06,0.0
T,2019-01-06,5.0
TOPI,2019-01-06,10.0
TOTM,2019-01-06,12.0
WHWI,2019-01-06,0.0
WINR,2019-01-06,1.0
WIWR,2019-01-06,0.0
CVTP,2019-01-07,2.0
CVWF,2019-01-07,2.0
MTSR,2019-01-07,2.0
N,2019-01-07,76.0
P,2019-01-07,2.0
R,2019-01-07,76.0
RIMM,2019-01-07,2.0
T,2019-01-07,69.0
TOPI,2019-01-07,61.0
TOTM,2019-01-07,69.0
WHWI,2019-01-07,0.0
WINR,2019-01-07,3.0
WIWR,2019-01-07,2.0
CVTP,2019-01-08,0.0
CVWF,2019-01-08,0.0
MTSR,2019-01-08,0.0
N,2019-01-08,22.0
P,2019-01-08,0.0
R,2019-01-08,0.0
RIMM,2019-01-08,0.0
T,2019-01-08,0.0
TOPI,2019-01-08,0.0
TOTM,2019-01-08,0.0
WHWI,2019-01-08,0.0
WINR,2019-01-08,0.0
WIWR,2019-01-08,0.0
